ticker,fundamentals_score,trading_signal,confidence,sector,industry,market_cap,current_price,return_on_equity,return_on_assets,return_on_invested_capital,net_profit_margin,debt_to_equity,current_ratio,revenue_growth,earnings_growth,fcf_yield,earnings_quality,pe_ratio,pb_ratio,beta,individual_scores,data_completeness,success
ORLY,59.8,HOLD,LOW,Consumer Cyclical,Auto Parts,1000000000.0,97.66,15.0,13.619,12.0,14.155000000000001,0.5,0.724,5.8999999999999995,10.9,129.45520639999998,1.2000243570699987,35.003586,-67.444756,0.583,"{'return_on_equity_score': 60, 'return_on_assets_score': 80, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 80, 'operating_margin_score': 100, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 40, 'earnings_growth_score': 60, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,True
ETHE,59.8,HOLD,LOW,Unknown,Unknown,1000000000.0,30.15,15.0,8.0,12.0,10.0,0.5,2.0,10.0,15.0,5.0,1.0,20.0,2.5,1.0,"{'return_on_equity_score': 60, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 60, 'operating_margin_score': 80, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,True
ARKG,59.8,HOLD,LOW,Unknown,Unknown,1000000000.0,26.0,15.0,8.0,12.0,10.0,0.5,2.0,10.0,15.0,5.0,1.0,20.0,2.5,1.0,"{'return_on_equity_score': 60, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 60, 'operating_margin_score': 80, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,True
ARKK,59.8,HOLD,LOW,Unknown,Unknown,1000000000.0,76.79,15.0,8.0,12.0,10.0,0.5,2.0,10.0,15.0,5.0,1.0,49.40453,2.5,1.0,"{'return_on_equity_score': 60, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 60, 'operating_margin_score': 80, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,True
BMRN,59.8,HOLD,LOW,Healthcare,Biotechnology,1000000000.0,59.01,9.641,6.379,7.7128000000000005,17.757,0.1039,5.52,14.799999999999999,108.0,41.1563872,1.3366801161834971,21.855555,1.9531327,0.168,"{'return_on_equity_score': 20, 'return_on_assets_score': 40, 'return_on_invested_capital_score': 40, 'net_profit_margin_score': 60, 'operating_margin_score': 100, 'debt_to_equity_score': 100, 'current_ratio_score': 40, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 80, 'earnings_growth_score': 100, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,True
AAPL,59.4,HOLD,LOW,Technology,Consumer Electronics,1000000000.0,213.88,138.015,23.809999,110.41199999999999,24.301000000000002,1.46994,0.821,5.1,7.8,5.0,1.0,33.314644,47.837173,1.199,"{'return_on_equity_score': 100, 'return_on_assets_score': 80, 'return_on_invested_capital_score': 100, 'net_profit_margin_score': 60, 'operating_margin_score': 100, 'debt_to_equity_score': 20, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 40, 'earnings_growth_score': 40, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,True
HD,59.4,HOLD,LOW,Consumer Cyclical,Home Improvement Retail,1000000000.0,375.34,299.51901,15.122,239.615208,8.984,7.7878099999999995,1.093,9.4,-5.0,5.0,1.0,25.515976,46.946842,1.004,"{'return_on_equity_score': 100, 'return_on_assets_score': 100, 'return_on_invested_capital_score': 100, 'net_profit_margin_score': 60, 'operating_margin_score': 60, 'debt_to_equity_score': 20, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 20, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,True
ROST,59.0,HOLD,LOW,Consumer Cyclical,Apparel Retail,1000000000.0,138.33,39.566,11.29,31.652800000000003,9.7950004,0.8995000000000001,1.55,2.6,0.7000000000000001,114.53470720000001,1.1516785272224916,21.818611,8.121771,1.116,"{'return_on_equity_score': 100, 'return_on_assets_score': 80, 'return_on_invested_capital_score': 100, 'net_profit_margin_score': 60, 'operating_margin_score': 60, 'debt_to_equity_score': 60, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 40, 'earnings_growth_score': 20, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,True
SOFI,59.0,HOLD,LOW,Financial Services,Credit Services,1000000000.0,21.2,7.513,1.395,6.010400000000001,17.382,0.49144,1.142,20.1,179.0,5.0,-3.8886293109289247,49.302326,3.5047119,1.921,"{'return_on_equity_score': 20, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 40, 'net_profit_margin_score': 40, 'operating_margin_score': 60, 'debt_to_equity_score': 100, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 100, 'earnings_growth_score': 100, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,True
PLTR,58.6,HOLD,LOW,Technology,Software - Infrastructure,1000000000.0,158.8,12.357,4.3920003,9.8856,18.320999,0.044320000000000005,6.494,39.300000000000004,100.0,93.1205248,2.338479095153362,721.8182,69.07351,2.593,"{'return_on_equity_score': 20, 'return_on_assets_score': 20, 'return_on_invested_capital_score': 40, 'net_profit_margin_score': 40, 'operating_margin_score': 80, 'debt_to_equity_score': 100, 'current_ratio_score': 40, 'quick_ratio_score': 40, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 100, 'earnings_growth_score': 100, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,True
CRUS,58.2,HOLD,LOW,Technology,Semiconductors,5189858816.0,101.17,17.603001,11.251999999999999,14.0824008,17.483999,0.07372,6.351,14.2,62.1,5.8879659511724185,1.3404422991866283,16.861666,2.7137148,0.945,"{'return_on_equity_score': 20, 'return_on_assets_score': 40, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 40, 'operating_margin_score': 100, 'debt_to_equity_score': 100, 'current_ratio_score': 40, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 100, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,True
OGI,57.8,HOLD,LOW,Healthcare,Drug Manufacturers - Specialty & Generic,204842512.0,1.53,15.0,8.0,12.0,8.6990006,0.02241,3.418,74.3,15.0,5.0,-0.9240701255626629,11.769231,0.52433175,1.856,"{'return_on_equity_score': 40, 'return_on_assets_score': 40, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 40, 'operating_margin_score': 20, 'debt_to_equity_score': 100, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 100, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,True
MU,57.8,HOLD,LOW,Technology,Semiconductors,1000000000.0,111.26,13.109000000000002,6.550000000000001,10.487200000000001,18.41,0.31948,2.755,36.6,460.20000000000005,121.9874944,1.0,20.046846,2.4533086,1.349,"{'return_on_equity_score': 20, 'return_on_assets_score': 20, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 40, 'operating_margin_score': 100, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 100, 'earnings_growth_score': 100, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,True
PAYX,57.8,HOLD,LOW,Technology,Software - Application,1000000000.0,147.99,41.804,10.805,33.443200000000004,29.744999999999997,1.2220900000000001,1.282,10.2,-21.9,150.94374399999998,1.1469860645046486,32.38293,12.923762,0.874,"{'return_on_equity_score': 100, 'return_on_assets_score': 40, 'return_on_invested_capital_score': 100, 'net_profit_margin_score': 80, 'operating_margin_score': 100, 'debt_to_equity_score': 20, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 20, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,True
HON,57.8,HOLD,LOW,Industrials,Conglomerates,1000000000.0,224.24,33.602002,7.146,26.8816016,14.296000000000001,2.2606,1.294,8.1,3.8,457.1874816,1.083435309424597,25.510809,8.84541,1.063,"{'return_on_equity_score': 100, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 100, 'net_profit_margin_score': 60, 'operating_margin_score': 100, 'debt_to_equity_score': 20, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 20, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,True
REGN,57.0,HOLD,LOW,Healthcare,Biotechnology,1000000000.0,563.1,15.961,6.909999999999999,12.7688,31.941997999999998,0.09204000000000001,4.927,-3.6999999999999997,15.9,208.2887552,0.8786033766533773,14.306401,2.0291672,0.324,"{'return_on_equity_score': 40, 'return_on_assets_score': 40, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 100, 'operating_margin_score': 80, 'debt_to_equity_score': 100, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 20, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,True
EXPE,57.0,HOLD,LOW,Consumer Cyclical,Travel Services,1000000000.0,187.34,52.188,4.0840000000000005,41.750400000000006,8.477,2.7862999999999998,0.732,3.4000000000000004,15.0,185.9500032,2.7014544917819396,22.382318,22.32364,1.577,"{'return_on_equity_score': 100, 'return_on_assets_score': 40, 'return_on_invested_capital_score': 100, 'net_profit_margin_score': 60, 'operating_margin_score': 20, 'debt_to_equity_score': 20, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 40, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,True
ETSY,56.6,HOLD,LOW,Consumer Cyclical,Internet Retail,6513453568.0,62.46,15.0,10.596,12.0,6.688,0.5,2.138,0.8,15.0,9.87818522513186,3.8931615792523826,45.260868,-7.2133036,1.741,"{'return_on_equity_score': 60, 'return_on_assets_score': 80, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 60, 'operating_margin_score': 60, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 20, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,True
ORCL,56.6,HOLD,LOW,Technology,Software - Infrastructure,1000000000.0,245.12,82.382005,7.255000000000001,65.90560400000001,21.677999,5.19586,0.753,11.3,7.3,67.80000000000001,1.0,56.47926,33.6426,1.394,"{'return_on_equity_score': 100, 'return_on_assets_score': 20, 'return_on_invested_capital_score': 100, 'net_profit_margin_score': 60, 'operating_margin_score': 100, 'debt_to_equity_score': 20, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 40, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,True
AVGO,56.2,HOLD,LOW,Technology,Semiconductors,1000000000.0,290.18,18.977,8.014000000000001,15.181600000000001,22.643,1.66032,1.077,16.400000000000002,188.1,5.0,1.0,106.29304,4.899951,1.138,"{'return_on_equity_score': 20, 'return_on_assets_score': 40, 'return_on_invested_capital_score': 80, 'net_profit_margin_score': 60, 'operating_margin_score': 100, 'debt_to_equity_score': 20, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 80, 'earnings_growth_score': 100, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,True
COIN,55.8,HOLD,LOW,Financial Services,Financial Data & Stock Exchanges,1000000000.0,391.66,15.841,0.22300000000000003,12.6728,22.028999,0.43892000000000003,2.517,23.5,-94.5,30.5727264,1.3370483588719901,73.48218,9.525269,3.712,"{'return_on_equity_score': 80, 'return_on_assets_score': 20, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 60, 'operating_margin_score': 20, 'debt_to_equity_score': 100, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 100, 'earnings_growth_score': 20, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,True
SHOP,55.8,HOLD,LOW,Technology,Software - Application,1000000000.0,124.43,16.145,7.077999999999999,12.916,17.166,0.10298,3.706,26.8,15.0,84.1500032,1.083850891925466,101.1626,14.60446,2.615,"{'return_on_equity_score': 20, 'return_on_assets_score': 20, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 40, 'operating_margin_score': 60, 'debt_to_equity_score': 100, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 100, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,True
GEHC,55.0,HOLD,LOW,Healthcare,Health Information Services,1000000000.0,77.61,26.444000000000003,5.867,21.155200000000004,11.026,0.97515,0.977,2.7,51.9,157.6875008,0.81630780932492,16.30462,3.8677366,1.289,"{'return_on_equity_score': 80, 'return_on_assets_score': 20, 'return_on_invested_capital_score': 100, 'net_profit_margin_score': 40, 'operating_margin_score': 60, 'debt_to_equity_score': 40, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 20, 'earnings_growth_score': 100, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,True
CRSP,54.6,HOLD,LOW,Healthcare,Biotechnology,5592912896.0,64.76,-19.711000000000002,-12.876999999999999,-15.768800000000002,0.0,0.11992000000000001,15.635,71.6,15.0,-3.45501307803668,1.0,20.0,3.0576015,1.819,"{'return_on_equity_score': 20, 'return_on_assets_score': 20, 'return_on_invested_capital_score': 20, 'net_profit_margin_score': 20, 'operating_margin_score': 20, 'debt_to_equity_score': 100, 'current_ratio_score': 80, 'quick_ratio_score': 80, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 100, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,True
ADP,54.6,HOLD,LOW,Technology,Software - Application,1000000000.0,308.63,76.289004,5.5710003,61.03120320000001,19.791001,0.7457699999999999,1.015,5.7,6.3,290.85875200000004,1.2007853065741414,31.55726,21.416279,0.77,"{'return_on_equity_score': 100, 'return_on_assets_score': 20, 'return_on_invested_capital_score': 100, 'net_profit_margin_score': 40, 'operating_margin_score': 100, 'debt_to_equity_score': 40, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 40, 'earnings_growth_score': 40, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,True
MMM,54.6,HOLD,LOW,Industrials,Conglomerates,1000000000.0,151.27,94.76,7.321999999999999,75.808,16.011,3.16755,1.72,1.4000000000000001,-35.099999999999994,-334.3749888,-0.25437927994915616,21.009724,18.781973,1.079,"{'return_on_equity_score': 100, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 100, 'net_profit_margin_score': 80, 'operating_margin_score': 80, 'debt_to_equity_score': 20, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 20, 'earnings_growth_score': 20, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,True
PSA,54.6,HOLD,LOW,Real Estate,REIT - Industrial,1000000000.0,287.76,20.121,7.062,16.096799999999998,41.589,0.97458,0.552,2.0,-21.5,243.44158720000001,1.787955787589641,28.57597,9.677811,0.853,"{'return_on_equity_score': 80, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 80, 'net_profit_margin_score': 100, 'operating_margin_score': 100, 'debt_to_equity_score': 40, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 20, 'earnings_growth_score': 20, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,True
CSCO,54.6,HOLD,LOW,Technology,Communication Equipment,1000000000.0,68.69,21.356001,6.2,17.0848008,17.604,0.66932,0.951,11.4,34.8,5.0,1.0,28.036736,5.9215517,0.899,"{'return_on_equity_score': 40, 'return_on_assets_score': 20, 'return_on_invested_capital_score': 80, 'net_profit_margin_score': 40, 'operating_margin_score': 100, 'debt_to_equity_score': 40, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 100, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,True
CAT,54.6,HOLD,LOW,Industrials,Farm & Heavy Construction Machinery,1000000000.0,433.75,55.645999999999994,9.403,44.516799999999996,15.712000000000002,2.1354699999999998,1.32,-9.8,-27.0,681.7750016,1.0,21.137915,11.3088255,1.38,"{'return_on_equity_score': 100, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 100, 'net_profit_margin_score': 80, 'operating_margin_score': 80, 'debt_to_equity_score': 20, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 20, 'earnings_growth_score': 20, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,True
MTCH,53.8,HOLD,LOW,Communication Services,Internet Content & Information,8474976256.0,34.56,15.0,12.687000000000001,12.0,15.812000000000001,0.5,1.623,-3.3000000000000003,0.6,8.16157623462727,1.542630032548456,17.108912,-47.02041,1.362,"{'return_on_equity_score': 60, 'return_on_assets_score': 80, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 80, 'operating_margin_score': 100, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 20, 'earnings_growth_score': 20, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,True
STAG,53.4,HOLD,LOW,Real Estate,REIT - Industrial,6793589248.0,35.64,7.153,2.649,5.7224,31.064999999999998,0.86584,1.375,9.6,144.9,4.467505892990956,1.8813526608093585,26.796991,1.9183981,0.934,"{'return_on_equity_score': 20, 'return_on_assets_score': 20, 'return_on_invested_capital_score': 40, 'net_profit_margin_score': 100, 'operating_margin_score': 100, 'debt_to_equity_score': 40, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 100, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,True
ARM,53.4,HOLD,LOW,Technology,Semiconductors,1000000000.0,163.17,13.053999999999998,6.161,10.4432,19.765,0.05205,5.199,33.7,-4.1000000000000005,-3.1625,0.5012626262626263,217.56,25.207787,1.0,"{'return_on_equity_score': 20, 'return_on_assets_score': 20, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 40, 'operating_margin_score': 100, 'debt_to_equity_score': 100, 'current_ratio_score': 40, 'quick_ratio_score': 40, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 100, 'earnings_growth_score': 20, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,True
CSX,53.0,HOLD,LOW,Industrials,Railroads,1000000000.0,35.76,24.819,7.249,19.8552,21.915000000000003,1.59506,0.773,-3.4000000000000004,-10.2,155.2999936,1.6002577495702799,21.93865,5.388788,1.23,"{'return_on_equity_score': 80, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 80, 'net_profit_margin_score': 100, 'operating_margin_score': 100, 'debt_to_equity_score': 20, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 20, 'earnings_growth_score': 20, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,True
BA,53.0,HOLD,LOW,Industrials,Aerospace & Defense,1000000000.0,233.06,15.0,-4.1020002,12.0,-16.576,0.5,1.232,17.7,15.0,-794.0499968,1.0,20.0,-52.71658,1.404,"{'return_on_equity_score': 60, 'return_on_assets_score': 20, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 20, 'operating_margin_score': 20, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 80, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,True
NOW,52.6,HOLD,LOW,Technology,Software - Application,1000000000.0,968.79,16.951,5.074,13.5608,13.776,0.22036,1.092,22.400000000000002,46.0,395.3874944,2.8290186568676665,122.01385,18.39009,0.946,"{'return_on_equity_score': 20, 'return_on_assets_score': 20, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 20, 'operating_margin_score': 60, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 80, 'earnings_growth_score': 100, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,True
QS,52.6,HOLD,LOW,Consumer Cyclical,Auto Parts,6690344448.0,11.97,-42.003,-23.464,-33.6024,0.0,0.0872,16.396,10.0,15.0,-2.3845633844411593,1.0,20.0,6.5625,4.42,"{'return_on_equity_score': 20, 'return_on_assets_score': 20, 'return_on_invested_capital_score': 20, 'net_profit_margin_score': 20, 'operating_margin_score': 20, 'debt_to_equity_score': 100, 'current_ratio_score': 80, 'quick_ratio_score': 80, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 80, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,True
REXR,52.6,HOLD,LOW,Real Estate,REIT - Industrial,9211407360.0,37.62,3.749,1.8780000000000001,2.9992,32.182,0.36512,2.673,5.0,30.8,-0.6767586923872619,1.7117098365251622,28.074625,1.0233393,1.144,"{'return_on_equity_score': 20, 'return_on_assets_score': 20, 'return_on_invested_capital_score': 20, 'net_profit_margin_score': 100, 'operating_margin_score': 100, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 40, 'earnings_growth_score': 100, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,True
CTSH,52.6,HOLD,LOW,Technology,Information Technology Services,1000000000.0,76.67,16.605,10.094,13.284,11.732,0.07913,2.215,7.5,22.0,198.6499968,1.030547306726783,16.141052,2.5369775,0.952,"{'return_on_equity_score': 20, 'return_on_assets_score': 40, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 20, 'operating_margin_score': 80, 'debt_to_equity_score': 100, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 40, 'earnings_growth_score': 100, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,True
DXCM,52.6,HOLD,LOW,Healthcare,Medical Devices,1000000000.0,88.99,23.716,5.975,18.972800000000003,12.903,1.13968,1.499,12.5,-25.8,50.9037504,1.801382600896861,66.90977,15.39353,1.448,"{'return_on_equity_score': 80, 'return_on_assets_score': 20, 'return_on_invested_capital_score': 80, 'net_profit_margin_score': 60, 'operating_margin_score': 60, 'debt_to_equity_score': 40, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 80, 'earnings_growth_score': 20, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,True
SO,52.2,HOLD,LOW,Utilities,Utilities - Regulated Electric,1000000000.0,95.35,12.244,3.463,9.795200000000001,16.537,1.8837799999999998,0.858,17.0,17.5,40.724998400000004,2.1118105257681834,22.865707,3.0968852,0.365,"{'return_on_equity_score': 40, 'return_on_assets_score': 20, 'return_on_invested_capital_score': 40, 'net_profit_margin_score': 80, 'operating_margin_score': 100, 'debt_to_equity_score': 20, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 80, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,True
AMD,52.2,HOLD,LOW,Technology,Semiconductors,1000000000.0,166.47,3.904,2.56,3.1232,8.0249995,0.08174,2.803,35.9,525.1999999999999,335.562496,1.5532105813177022,121.51095,4.647793,2.045,"{'return_on_equity_score': 20, 'return_on_assets_score': 20, 'return_on_invested_capital_score': 20, 'net_profit_margin_score': 20, 'operating_margin_score': 60, 'debt_to_equity_score': 100, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 100, 'earnings_growth_score': 100, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,True
SNPS,52.2,HOLD,LOW,Technology,Software - Infrastructure,1000000000.0,601.55,15.551,4.671,12.440800000000001,34.77,1.08337,7.015,10.299999999999999,18.099999999999998,193.8772352,0.9082080612474668,69.46305,9.412161,1.123,"{'return_on_equity_score': 20, 'return_on_assets_score': 20, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 80, 'operating_margin_score': 100, 'debt_to_equity_score': 20, 'current_ratio_score': 40, 'quick_ratio_score': 40, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,True
TMUS,52.2,HOLD,LOW,Communication Services,Telecom Services,1000000000.0,243.55,19.743,5.765,15.7944,14.533,1.9421799999999998,1.211,6.9,14.099999999999998,507.07502079999995,1.0,22.998112,4.493625,0.611,"{'return_on_equity_score': 60, 'return_on_assets_score': 40, 'return_on_invested_capital_score': 80, 'net_profit_margin_score': 60, 'operating_margin_score': 100, 'debt_to_equity_score': 20, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 40, 'earnings_growth_score': 60, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,True
